PLAYER,TEAM,POSITION,AGE,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,POINTS,GP,MPG,ORPM,DRPM,RPM,WINS_RPM,PIE,PACE,W,SALARY_MILLIONS,SALARY_CLASS
Denzel Valentine,CHI,SG,0.19047619047619047,0.17475728155339806,0.18534482758620688,0.472,0.3170731707317074,0.36000000000000004,0.35100000000000003,0.051546391752577324,0.06521739130434781,0.363,0.5497142857142857,0.02173913043478261,0.027522935779816512,0.778,0.05,0.2631578947368421,0.203125,0.09821428571428573,0.25,0.038461538461538464,0.15789473684210525,0.3846153846153847,0.15605095541401273,0.6875,0.4185393258426967,0.18974358974358974,0.4074446680080483,0.3009320905459387,0.13010989010989013,0.30081300813008127,0.46764837126282854,0.42424242424242425,0.06660200452634982,0
Anthony Bennett,BKN,PF,0.19047619047619047,0.16504854368932037,0.13793103448275862,0.5506666666666666,0.14634146341463417,0.21000000000000002,0.271,0.11340206185567012,0.09239130434782605,0.568,0.553142857142857,0.11956521739130437,0.14678899082568805,0.722,0.275,0.2421052631578947,0.265625,0.044642857142857144,0.1,0.038461538461538464,0.08771929824561403,0.20512820512820518,0.15286624203821655,0.2625,0.2612359550561798,0.31367521367521367,0.26458752515090544,0.3029294274300932,0.11032967032967034,0.4471544715447155,0.7394020526550649,0.045454545454545456,0.03200775945683802,0
Aaron Brooks,IND,PG,0.6190476190476191,0.18446601941747573,0.16379310344827586,0.5373333333333333,0.17073170731707318,0.2,0.375,0.11340206185567012,0.13043478260869565,0.424,0.5519999999999999,0.05434782608695653,0.055045871559633024,0.8,0.075,0.08421052631578947,0.0859375,0.16964285714285715,0.2,0.038461538461538464,0.17543859649122806,0.358974358974359,0.15286624203821655,0.7875,0.32584269662921356,0.2239316239316239,0.24647887323943665,0.22103861517976034,0.09802197802197803,0.3170731707317073,0.4056224899598395,0.5454545454545454,0.0863239573229874,1
Trey Burke,WSH,PG,0.23809523809523814,0.1941747572815534,0.15948275862068967,0.6066666666666667,0.12195121951219513,0.12,0.443,0.15463917525773196,0.16304347826086957,0.459,0.5897142857142857,0.04347826086956522,0.04587155963302752,0.759,0.025,0.07368421052631578,0.0625,0.16071428571428573,0.1,0.038461538461538464,0.14035087719298245,0.2307692307692308,0.15286624203821655,0.6875,0.2837078651685394,0.19487179487179487,0.08350100603621735,0.09054593874833555,0.06153846153846154,0.3943089430894309,0.3975903614457832,0.5303030303030303,0.10863239573229874,1
Joakim Noah,NY,C,0.5714285714285714,0.21359223300970875,0.15517241379310345,0.6533333333333333,0.0,0.0,0.0,0.22680412371134023,0.22826086956521738,0.493,0.5599999999999999,0.07608695652173914,0.15596330275229356,0.436,0.875,0.5473684210526316,0.6875,0.19642857142857145,0.35,0.3076923076923077,0.22807017543859648,0.717948717948718,0.15286624203821655,0.55,0.5589887640449439,0.18803418803418803,0.512072434607646,0.36884154460719043,0.16000000000000003,0.4471544715447155,0.49040606871932146,0.25757575757575757,0.5486582605884255,2
Aron Baynes,DET,C,0.5238095238095237,0.18446601941747573,0.125,0.6839999999999999,0.0,0.0,0.0,0.1958762886597938,0.1902173913043478,0.513,0.5862857142857143,0.11956521739130437,0.11926605504587155,0.84,0.375,0.3157894736842105,0.34375,0.03571428571428572,0.1,0.1923076923076923,0.12280701754385963,0.5641025641025642,0.1496815286624204,0.9125,0.3735955056179776,0.1692307692307692,0.6891348088531188,0.47137150466045274,0.2175824175824176,0.4105691056910569,0.43596608656849645,0.5151515151515151,0.20918202392499194,1
Juan Hernangomez,DEN,PF,0.09523809523809534,0.15533980582524273,0.12068965517241378,0.6013333333333333,0.17073170731707318,0.18000000000000002,0.407,0.09278350515463918,0.08695652173913043,0.495,0.633142857142857,0.09782608695652176,0.11009174311926605,0.75,0.175,0.2421052631578947,0.234375,0.044642857142857144,0.25,0.07692307692307693,0.08771929824561403,0.25641025641025644,0.1496815286624204,0.75,0.32022471910112366,0.30598290598290595,0.32494969818913483,0.33688415446071907,0.14065934065934066,0.4146341463414634,0.6059794734493535,0.4545454545454546,0.06336889751050759,0
Mario Hezonja,ORL,SF,0.09523809523809534,0.17475728155339806,0.18534482758620688,0.4733333333333333,0.17073170731707318,0.22000000000000003,0.299,0.11340206185567012,0.1467391304347826,0.398,0.48,0.06521739130434782,0.07339449541284403,0.8,0.075,0.19999999999999998,0.171875,0.08928571428571429,0.25,0.07692307692307693,0.15789473684210525,0.2820512820512821,0.1496815286624204,0.7875,0.353932584269663,0.0025641025641024995,0.17303822937625754,0.0,0.010109890109890121,0.3048780487804878,0.4471218206157963,0.30303030303030304,0.12544455221467832,1
Josh McRoberts,MIA,PF,0.4761904761904763,0.1941747572815534,0.19827586206896552,0.4973333333333333,0.14634146341463417,0.13999999999999999,0.419,0.1443298969072165,0.20652173913043476,0.35600000000000004,0.4891428571428571,0.03260869565217391,0.03669724770642201,0.667,0.25,0.2421052631578947,0.265625,0.20535714285714285,0.25,0.07692307692307693,0.17543859649122806,0.358974358974359,0.1496815286624204,0.25,0.4241573033707866,0.1333333333333333,0.3933601609657948,0.24766977363515313,0.10461538461538462,0.35365853658536583,0.28335564480142805,0.09090909090909091,0.18590365341092793,1
Tiago Splitter,PHI,C,0.6190476190476191,0.17475728155339806,0.1336206896551724,0.6026666666666667,0.07317073170731708,0.08000000000000002,0.333,0.15463917525773196,0.1576086956521739,0.48,0.553142857142857,0.11956521739130437,0.12844036697247704,0.818,0.25,0.18947368421052632,0.21875,0.044642857142857144,0.05,0.038461538461538464,0.14035087719298245,0.25641025641025644,0.1496815286624204,0.07500000000000001,0.20505617977528093,0.21025641025641023,0.4637826961770624,0.35419440745672437,0.10593406593406594,0.4959349593495935,0.5198572066041947,0.015151515151515152,0.27546071774975756,1
Jarell Eddie,PHX,SF,0.2857142857142858,0.11650485436893203,0.1293103448275862,0.42133333333333334,0.19512195121951223,0.32000000000000006,0.25,0.04123711340206186,0.0217391304347826,0.667,0.4811428571428571,0.1739130434782609,0.16513761467889906,0.889,0.05,0.1263157894736842,0.109375,0.0,0.1,0.0,0.03508771929824561,0.051282051282051294,0.1464968152866242,0.0375,0.2865168539325843,0.18119658119658116,0.45674044265593566,0.32689747003994674,0.10461538461538462,0.3983739837398374,0.9999999999999996,0.0,0.0009699321047526673,0
Kevin Seraphin,IND,PF,0.38095238095238093,0.21359223300970875,0.13793103448275862,0.7346666666666667,0.0,0.0,0.0,0.22680412371134023,0.20652173913043476,0.556,0.6297142857142858,0.03260869565217391,0.03669724770642201,0.636,0.2,0.22105263157894736,0.2265625,0.044642857142857144,0.05,0.15384615384615385,0.10526315789473684,0.33333333333333337,0.14331210191082802,0.5875,0.25842696629213485,0.12735042735042734,0.2867203219315896,0.17243675099866845,0.08835164835164835,0.45121951219512196,0.4199018295403838,0.3484848484848485,0.05722599418040738,0
Isaiah Canaan,CHI,SG,0.2857142857142858,0.15533980582524273,0.15517241379310345,0.4853333333333333,0.14634146341463417,0.24,0.266,0.10309278350515465,0.09782608695652173,0.481,0.4982857142857143,0.08695652173913045,0.07339449541284403,0.909,0.05,0.11578947368421053,0.1015625,0.08035714285714286,0.3,0.0,0.08771929824561403,0.2307692307692308,0.14012738853503184,0.4625,0.36516853932584276,0.12222222222222223,0.28169014084507044,0.16511318242343542,0.08571428571428572,0.2926829268292683,0.40160642570281135,0.2878787878787879,0.03200775945683802,0
Boris Diaw,UTAH,PF,0.7142857142857144,0.1941747572815534,0.15948275862068967,0.5946666666666667,0.07317073170731708,0.11000000000000001,0.247,0.1752577319587629,0.17391304347826084,0.512,0.545142857142857,0.04347826086956522,0.04587155963302752,0.743,0.15,0.15789473684210525,0.171875,0.20535714285714285,0.1,0.038461538461538464,0.21052631578947367,0.2820512820512821,0.14012738853503184,0.8875000000000001,0.43258426966292146,0.15811965811965809,0.3440643863179075,0.23435419440745672,0.1032967032967033,0.35365853658536583,0.2507809013833113,0.6818181818181819,0.22534755900420306,1
Roy Hibbert,DEN/CHA,C,0.5238095238095237,0.16504854368932037,0.09913793103448276,0.7253333333333334,0.0,0.0,0.0,0.1752577319587629,0.1576086956521739,0.544,0.6217142857142858,0.14130434782608697,0.14678899082568805,0.813,0.275,0.21052631578947367,0.25,0.03571428571428572,0.1,0.3846153846153846,0.12280701754385963,0.5384615384615385,0.14012738853503184,0.5750000000000001,0.3370786516853933,0.16666666666666666,0.6036217303822938,0.41278295605858856,0.15516483516483517,0.35365853658536583,0.5122713074520298,0.36363636363636365,0.16068541868735856,1
Kris Humphries,ATL,PF,0.5714285714285714,0.15533980582524273,0.1293103448275862,0.5426666666666666,0.07317073170731708,0.1,0.35200000000000004,0.12371134020618557,0.1467391304347826,0.425,0.5154285714285715,0.11956521739130437,0.13761467889908255,0.78,0.275,0.2736842105263158,0.2890625,0.044642857142857144,0.15,0.15384615384615385,0.08771929824561403,0.3076923076923077,0.14012738853503184,0.675,0.2837078651685394,0.18205128205128204,0.43561368209255535,0.31358189081225035,0.12571428571428572,0.491869918699187,0.47568049977688576,0.4696969696969697,0.12835434852893632,1
Corey Brewer,HOU/LAL,SF,0.5238095238095237,0.17475728155339806,0.14655172413793105,0.5626666666666666,0.07317073170731708,0.13999999999999999,0.229,0.15463917525773196,0.14130434782608692,0.522,0.5268571428571428,0.06521739130434782,0.07339449541284403,0.735,0.1,0.16842105263157894,0.15625,0.10714285714285714,0.35,0.07692307692307693,0.12280701754385963,0.41025641025641035,0.13694267515923567,1.0000000000000002,0.3764044943820225,0.22905982905982905,0.4949698189134809,0.38948069241011984,0.18945054945054945,0.2967479674796748,0.6135653726015167,0.7121212121212122,0.24506951180084063,1
Reggie Bullock,DET,SF,0.2857142857142858,0.16504854368932037,0.1422413793103448,0.5626666666666666,0.21951219512195125,0.24,0.384,0.08247422680412372,0.08695652173913043,0.473,0.6068571428571429,0.02173913043478261,0.018348623853211007,0.7140000000000001,0.1,0.16842105263157894,0.1640625,0.08035714285714286,0.3,0.038461538461538464,0.05263157894736842,0.1794871794871795,0.13694267515923567,0.3625,0.3623595505617978,0.2948717948717949,0.4517102615694165,0.41211717709720375,0.13670329670329673,0.3943089430894309,0.47255689424364133,0.19696969696969696,0.07209828645328159,1
Pierre Jackson,DAL,PG,0.2857142857142858,0.15533980582524273,0.1767241379310345,0.444,0.09756097560975611,0.13999999999999999,0.273,0.13402061855670105,0.17934782608695649,0.35700000000000004,0.42514285714285727,0.08695652173913045,0.08256880733944953,0.857,0.025,0.10526315789473684,0.0859375,0.21428571428571427,0.15,0.0,0.07017543859649122,0.15384615384615385,0.13375796178343952,0.07500000000000001,0.23314606741573038,0.2965811965811966,0.3179074446680081,0.3249001331557923,0.10285714285714287,0.48780487804878053,0.45783132530120474,0.06060606060606061,0.0,0
Stanley Johnson,DET,SF,0.04761904761904767,0.16504854368932037,0.16810344827586207,0.4706666666666666,0.14634146341463417,0.2,0.292,0.11340206185567012,0.1358695652173913,0.398,0.47428571428571425,0.05434782608695653,0.06422018348623852,0.679,0.125,0.21052631578947367,0.1953125,0.125,0.35,0.11538461538461536,0.15789473684210525,0.41025641025641035,0.13375796178343952,0.9375,0.4382022471910113,0.17863247863247864,0.3903420523138833,0.2809587217043942,0.12967032967032968,0.26016260162601623,0.425256581883088,0.5303030303030303,0.0950533462657614,1
Lucas Nogueira,TOR,C,0.23809523809523814,0.17475728155339806,0.08189655172413793,0.88,0.02439024390243903,0.020000000000000004,0.25,0.18556701030927836,0.125,0.6940000000000001,0.7657142857142857,0.08695652173913045,0.11009174311926605,0.657,0.35,0.29473684210526313,0.3359375,0.0625,0.45,0.6153846153846154,0.14035087719298245,0.6153846153846154,0.13375796178343952,0.6875,0.4747191011235956,0.3264957264957265,0.7303822937625755,0.6211717709720374,0.27912087912087913,0.4105691056910569,0.45113788487282447,0.5151515151515151,0.061105722599418044,0
Noah Vonleh,POR,PF,0.09523809523809534,0.17475728155339806,0.12068965517241378,0.6413333333333333,0.02439024390243903,0.03,0.35,0.1752577319587629,0.17391304347826084,0.4920000000000001,0.5645714285714285,0.08695652173913045,0.11926605504587155,0.638,0.45,0.3684210526315789,0.40625,0.03571428571428572,0.2,0.15384615384615385,0.15789473684210525,0.5384615384615385,0.13375796178343952,0.9,0.4185393258426967,0.035042735042735085,0.4979879275653924,0.2403462050599201,0.10681318681318681,0.3617886178861789,0.47835787594823787,0.5757575757575758,0.0879405108309085,1
Ed Davis,POR,PF,0.38095238095238093,0.15533980582524273,0.09913793103448276,0.704,0.0,0.0,0.0,0.16494845360824745,0.1576086956521739,0.528,0.6034285714285714,0.11956521739130437,0.16513761467889906,0.617,0.525,0.3368421052631579,0.4140625,0.05357142857142857,0.15,0.1923076923076923,0.14035087719298245,0.7692307692307694,0.1305732484076433,0.55,0.4213483146067416,0.12564102564102564,0.3883299798792757,0.23834886817576564,0.10417582417582419,0.3130081300813008,0.5046854082998657,0.2878787878787879,0.2146783058519237,1
Tyler Ennis,HOU/LAL,PG,0.1428571428571428,0.16504854368932037,0.1336206896551724,0.5773333333333333,0.12195121951219513,0.13,0.386,0.12371134020618557,0.13043478260869565,0.457,0.5691428571428571,0.04347826086956522,0.04587155963302752,0.84,0.05,0.07368421052631578,0.0625,0.14285714285714288,0.25,0.0,0.14035087719298245,0.2820512820512821,0.1305732484076433,0.6375000000000001,0.25,0.26239316239316235,0.34305835010060365,0.31491344873502,0.12351648351648353,0.34959349593495936,0.5698348951361001,0.42424242424242425,0.054962819269317814,0
Brandon Rush,MIN,SG,0.5714285714285714,0.14563106796116504,0.13793103448275862,0.49866666666666665,0.21951219512195125,0.24,0.386,0.061855670103092786,0.07608695652173914,0.35600000000000004,0.5622857142857144,0.03260869565217391,0.03669724770642201,0.722,0.075,0.18947368421052632,0.1640625,0.08928571428571429,0.25,0.1923076923076923,0.10526315789473684,0.2307692307692308,0.12738853503184713,0.5625,0.553370786516854,0.1111111111111111,0.32092555331991957,0.18242343541944078,0.08087912087912089,0.2398373983739837,0.4149933065595719,0.2272727272727273,0.11218881344972519,1
Thon Maker,MIL,C,0.0,0.14563106796116504,0.10344827586206898,0.612,0.12195121951219513,0.13,0.378,0.10309278350515465,0.09239130434782605,0.514,0.6125714285714285,0.06521739130434782,0.08256880733944953,0.653,0.175,0.1368421052631579,0.15625,0.03571428571428572,0.1,0.1923076923076923,0.05263157894736842,0.3846153846153847,0.12101910828025478,0.6875,0.21629213483146073,0.2735042735042735,0.4114688128772636,0.36884154460719043,0.13274725274725274,0.35772357723577236,0.2918340026773758,0.4696969696969697,0.08212091820239249,1
Anthony Brown,NO/ORL,SF,0.23809523809523814,0.15533980582524273,0.15948275862068967,0.48,0.14634146341463417,0.25,0.259,0.10309278350515465,0.10326086956521738,0.478,0.4914285714285714,0.0,0.0,0.0,0.175,0.2421052631578947,0.234375,0.0625,0.25,0.038461538461538464,0.08771929824561403,0.358974358974359,0.1178343949044586,0.11250000000000002,0.34550561797752816,0.25726495726495724,0.36016096579476864,0.322237017310253,0.10549450549450551,0.30081300813008127,0.3217313699241413,0.045454545454545456,0.0009699321047526673,0
Jarell Martin,MEM,PF,0.1428571428571428,0.13592233009708737,0.12068965517241378,0.512,0.04878048780487806,0.06,0.36,0.12371134020618557,0.15217391304347824,0.389,0.4731428571428571,0.10869565217391305,0.11009174311926605,0.8,0.25,0.3052631578947368,0.3046875,0.01785714285714286,0.2,0.07692307692307693,0.12280701754385963,0.5641025641025642,0.1178343949044586,0.5,0.3117977528089888,0.017094017094017033,0.512072434607646,0.23568575233022637,0.10285714285714287,0.3455284552845529,0.44310575635876814,0.3484848484848485,0.04655674102812803,0
Malik Beasley,DEN,SG,0.04761904761904767,0.14563106796116504,0.10775862068965517,0.6026666666666667,0.09756097560975611,0.13,0.321,0.11340206185567012,0.09782608695652173,0.5329999999999999,0.5874285714285714,0.04347826086956522,0.04587155963302752,0.8,0.05,0.05263157894736842,0.0625,0.044642857142857144,0.15,0.0,0.07017543859649122,0.12820512820512822,0.11464968152866241,0.25,0.14887640449438205,0.2299145299145299,0.4154929577464789,0.3375499334221039,0.1098901098901099,0.4146341463414634,0.725568942436412,0.18181818181818182,0.05172971225347559,0
Kris Dunn,MIN,PG,0.1428571428571428,0.14563106796116504,0.13793103448275862,0.5026666666666666,0.07317073170731708,0.09000000000000001,0.28800000000000003,0.12371134020618557,0.1576086956521739,0.404,0.46971428571428564,0.05434782608695653,0.07339449541284403,0.61,0.075,0.18947368421052632,0.1640625,0.21428571428571427,0.5,0.1923076923076923,0.1929824561403509,0.5897435897435898,0.11464968152866241,0.9500000000000001,0.4185393258426967,0.15299145299145298,0.3531187122736419,0.2363515312916112,0.10461538461538462,0.27235772357723576,0.41588576528335564,0.4545454545454546,0.12415130940834142,1
Jonas Jerebko,BOS,PF,0.4761904761904763,0.14563106796116504,0.11206896551724138,0.58,0.14634146341463417,0.17,0.34600000000000003,0.09278350515463918,0.08152173913043476,0.523,0.5954285714285714,0.03260869565217391,0.04587155963302752,0.703,0.2,0.28421052631578947,0.2734375,0.08035714285714286,0.15,0.07692307692307693,0.08771929824561403,0.41025641025641035,0.11464968152866241,0.9500000000000001,0.38202247191011246,0.30256410256410254,0.3802816901408451,0.3708388814913449,0.17362637362637362,0.3455284552845529,0.5122713074520298,0.7727272727272727,0.16068541868735856,1
Malachi Richardson,SAC,SG,0.09523809523809534,0.1262135922330097,0.09913793103448276,0.5493333333333332,0.09756097560975611,0.13,0.28600000000000003,0.09278350515463918,0.08695652173913043,0.5,0.5382857142857143,0.07608695652173914,0.08256880733944953,0.789,0.025,0.09473684210526316,0.078125,0.044642857142857144,0.1,0.0,0.07017543859649122,0.25641025641025644,0.10828025477707007,0.25,0.19101123595505623,0.1829059829059829,0.3802816901408451,0.27762982689747007,0.10593406593406594,0.2967479674796748,0.40919232485497536,0.13636363636363635,0.047526673132880705,0
Tyus Jones,MIN,PG,0.04761904761904767,0.1262135922330097,0.09482758620689655,0.5519999999999999,0.09756097560975611,0.12,0.35600000000000004,0.08247422680412372,0.08695652173913043,0.454,0.5554285714285714,0.06521739130434782,0.06422018348623852,0.767,0.05,0.10526315789473684,0.0859375,0.23214285714285715,0.4,0.038461538461538464,0.10526315789473684,0.20512820512820518,0.10509554140127389,0.725,0.30056179775280906,0.38803418803418804,0.36016096579476864,0.4241011984021305,0.1635164835164835,0.45528455284552843,0.44846050870147236,0.3484848484848485,0.04655674102812803,0
Adreian Payne,MIN,PF,0.2857142857142858,0.1262135922330097,0.09482758620689655,0.568,0.04878048780487806,0.08000000000000002,0.2,0.11340206185567012,0.10869565217391303,0.513,0.5188571428571428,0.08695652173913045,0.10091743119266054,0.737,0.125,0.1368421052631579,0.140625,0.03571428571428572,0.2,0.15384615384615385,0.07017543859649122,0.4615384615384616,0.10509554140127389,0.2,0.14887640449438205,0.2341880341880342,0.5311871227364185,0.4174434087882823,0.11252747252747253,0.3983739837398374,0.40428380187416346,0.07575757575757576,0.06433882961526026,0
Rashad Vaughn,MIL,SG,0.04761904761904767,0.13592233009708737,0.1293103448275862,0.48666666666666664,0.14634146341463417,0.2,0.321,0.08247422680412372,0.08695652173913043,0.413,0.5131428571428571,0.0,0.009174311926605503,0.4,0.025,0.11578947368421053,0.09375,0.05357142857142857,0.25,0.07692307692307693,0.05263157894736842,0.20512820512820518,0.10509554140127389,0.48750000000000004,0.25280898876404495,0.08461538461538459,0.3048289738430584,0.15113182423435417,0.0865934065934066,0.2764227642276423,0.3971441320838909,0.2727272727272727,0.0575493048819916,0
Tyler Zeller,BOS,C,0.38095238095238093,0.14563106796116504,0.09913793103448276,0.6586666666666666,0.0,0.0,0.0,0.15463917525773196,0.1576086956521739,0.4970000000000001,0.5645714285714285,0.04347826086956522,0.07339449541284403,0.564,0.2,0.16842105263157894,0.1875,0.07142857142857144,0.05,0.15384615384615385,0.07017543859649122,0.3076923076923077,0.10509554140127389,0.6125,0.22752808988764053,0.16495726495726493,0.4144869215291751,0.2862849533954727,0.1142857142857143,0.4105691056910569,0.535475234270415,0.48484848484848486,0.2576786291626253,1
Dragan Bender,PHX,PF,0.0,0.1262135922330097,0.125,0.472,0.17073170731707318,0.22999999999999998,0.277,0.07216494845360825,0.06521739130434781,0.483,0.504,0.010869565217391306,0.027522935779816512,0.364,0.125,0.19999999999999998,0.1875,0.044642857142857144,0.1,0.1923076923076923,0.12280701754385963,0.43589743589743596,0.1019108280254777,0.5125,0.3117977528089888,0.10512820512820509,0.32595573440643866,0.1810918774966711,0.08967032967032967,0.19918699186991867,0.5622489959839361,0.19696969696969696,0.13740704817329455,1
Dejounte Murray,SA,PG,0.04761904761904767,0.1262135922330097,0.09913793103448276,0.5746666666666667,0.04878048780487806,0.06,0.391,0.11340206185567012,0.11956521739130432,0.441,0.537142857142857,0.06521739130434782,0.07339449541284403,0.7,0.05,0.09473684210526316,0.0859375,0.11607142857142858,0.1,0.07692307692307693,0.17543859649122806,0.20512820512820518,0.1019108280254777,0.45,0.1769662921348315,0.21025641025641023,0.3108651911468813,0.2529960053262317,0.10505494505494506,0.3699186991869919,0.3833110218652389,0.4393939393939394,0.041383769802780475,0
Jared Sullinger,TOR,PF,0.23809523809523814,0.13592233009708737,0.15086206896551724,0.42533333333333334,0.07317073170731708,0.16000000000000003,0.16699999999999998,0.11340206185567012,0.13043478260869565,0.414,0.40114285714285713,0.04347826086956522,0.06422018348623852,0.5,0.225,0.15789473684210525,0.1953125,0.026785714285714284,0.2,0.038461538461538464,0.07017543859649122,0.3846153846153847,0.1019108280254777,0.11250000000000002,0.23876404494382028,0.14786324786324784,0.4849094567404427,0.3195739014647137,0.10637362637362638,0.17479674796747968,0.40696117804551557,0.030303030303030304,0.18105399288716456,1
Henry Ellenson,DET,PF,0.04761904761904767,0.11650485436893203,0.11206896551724138,0.47866666666666663,0.12195121951219513,0.18000000000000002,0.28600000000000003,0.07216494845360825,0.07065217391304346,0.448,0.5005714285714286,0.02173913043478261,0.03669724770642201,0.5,0.1,0.1789473684210526,0.171875,0.03571428571428572,0.05,0.038461538461538464,0.12280701754385963,0.07692307692307693,0.09554140127388536,0.21250000000000002,0.15449438202247195,0.18034188034188034,0.4325955734406439,0.31025299600532624,0.10637362637362638,0.37398373983739835,0.36947791164658605,0.12121212121212122,0.05399288716456515,0
Paul Pierce,LAC,SF,0.9523809523809523,0.10679611650485438,0.08620689655172414,0.5333333333333333,0.14634146341463417,0.17,0.349,0.051546391752577324,0.048913043478260865,0.481,0.5794285714285714,0.04347826086956522,0.04587155963302752,0.769,0.0,0.19999999999999998,0.1484375,0.03571428571428572,0.1,0.07692307692307693,0.10526315789473684,0.41025641025641035,0.09554140127388536,0.2875,0.25,0.20427350427350424,0.5191146881287727,0.38615179760319573,0.11956043956043957,0.24390243902439024,0.4573850959393124,0.24242424242424243,0.11315874555447784,1
Maurice Ndour,NY,PF,0.23809523809523814,0.11650485436893203,0.08189655172413793,0.604,0.0,0.020000000000000004,0.14300000000000002,0.12371134020618557,0.125,0.481,0.5245714285714286,0.06521739130434782,0.07339449541284403,0.731,0.175,0.1368421052631579,0.15625,0.026785714285714284,0.25,0.11538461538461536,0.07017543859649122,0.2307692307692308,0.09235668789808918,0.375,0.22752808988764053,0.2128205128205128,0.35714285714285715,0.2856191744340879,0.10505494505494506,0.3455284552845529,0.45292280232039284,0.15151515151515152,0.016488845780795344,0
Jakob Poeltl,TOR,C,0.09523809523809534,0.11650485436893203,0.0560344827586207,0.7773333333333332,0.0,0.0,0.0,0.12371134020618557,0.10326086956521738,0.583,0.6662857142857143,0.06521739130434782,0.10091743119266054,0.544,0.35,0.16842105263157894,0.2421875,0.01785714285714286,0.15,0.15384615384615385,0.08771929824561403,0.5384615384615385,0.09235668789808918,0.65,0.26404494382022475,0.1769230769230769,0.5040241448692153,0.35486018641810924,0.13362637362637364,0.2967479674796748,0.36813922356091,0.5757575757575758,0.0863239573229874,1
Briante Weber,GS/CHA,PG,0.23809523809523814,0.1262135922330097,0.09482758620689655,0.5559999999999999,0.02439024390243903,0.05,0.1,0.12371134020618557,0.125,0.48,0.48571428571428565,0.06521739130434782,0.07339449541284403,0.688,0.1,0.09473684210526316,0.1015625,0.09821428571428573,0.3,0.038461538461538464,0.07017543859649122,0.20512820512820518,0.09235668789808918,0.225,0.22752808988764053,0.20598290598290597,0.26458752515090544,0.21904127829560585,0.1010989010989011,0.35772357723577236,0.16331994645247727,0.18181818181818182,0.04655674102812803,0
Jarrett Jack,NO,PG,0.6666666666666667,0.0970873786407767,0.030172413793103446,0.8893333333333333,0.0,0.05,0.0,0.10309278350515465,0.04347826086956521,1.0,0.7622857142857142,0.10869565217391305,0.09174311926605504,1.0,0.0,0.0,0.0,0.22321428571428573,0.5,0.0,0.2631578947368421,0.5128205128205129,0.089171974522293,0.0,0.401685393258427,0.22051282051282048,0.39537223340040245,0.3169107856191744,0.1032967032967033,0.27235772357723576,0.45560017849174494,0.015151515151515152,0.0009699321047526673,0
Andrew Bogut,CLE/DAL,C,0.6190476190476191,0.13592233009708737,0.09482758620689655,0.6253333333333333,0.0,0.0,0.0,0.1443298969072165,0.15217391304347824,0.475,0.5359999999999999,0.010869565217391306,0.03669724770642201,0.273,0.525,0.631578947368421,0.6328125,0.16071428571428573,0.25,0.34615384615384615,0.2807017543859649,0.8205128205128207,0.08598726114649681,0.3125,0.5449438202247192,0.03589743589743588,0.8309859154929577,0.46138482023968047,0.15472527472527473,0.43902439024390244,0.25345827755466344,0.12121212121212122,0.006789524733268671,0
Fred VanVleet,TOR,PG,0.1428571428571428,0.10679611650485438,0.09482758620689655,0.468,0.07317073170731708,0.08000000000000002,0.379,0.08247422680412372,0.10869565217391303,0.341,0.4582857142857143,0.05434782608695653,0.055045871559633024,0.818,0.025,0.10526315789473684,0.0859375,0.08035714285714286,0.2,0.038461538461538464,0.07017543859649122,0.25641025641025644,0.08598726114649681,0.4375,0.16011235955056186,0.17008547008547006,0.4778672032193159,0.33222370173102533,0.1142857142857143,0.3821138211382114,0.4538152610441766,0.3787878787878788,0.041383769802780475,0
Kyle Singler,OKC,SF,0.4285714285714286,0.10679611650485438,0.07758620689655174,0.5466666666666666,0.04878048780487806,0.12,0.189,0.08247422680412372,0.06521739130434781,0.5870000000000001,0.5165714285714286,0.04347826086956522,0.04587155963302752,0.765,0.075,0.1368421052631579,0.1171875,0.026785714285714284,0.1,0.07692307692307693,0.05263157894736842,0.2307692307692308,0.08280254777070063,0.375,0.2752808988764045,0.10085470085470083,0.4849094567404427,0.2829560585885486,0.11032967032967034,0.25203252032520324,0.5234270414993305,0.2272727272727273,0.155512447462011,1
Omer Asik,NO,C,0.5238095238095237,0.0970873786407767,0.0560344827586207,0.6359999999999999,0.0,0.0,0.0,0.10309278350515465,0.10326086956521738,0.477,0.545142857142857,0.07608695652173914,0.11926605504587155,0.59,0.375,0.3894736842105263,0.4140625,0.044642857142857144,0.1,0.11538461538461536,0.08771929824561403,0.41025641025641035,0.07961783439490447,0.3625,0.3735955056179776,0.12478632478632473,0.5895372233400402,0.3708388814913449,0.13054945054945055,0.3617886178861789,0.5435073627844713,0.18181818181818182,0.3191076624636276,1
DeAndre' Bembry,ATL,SF,0.1428571428571428,0.11650485436893203,0.07758620689655174,0.6399999999999999,0.0,0.05,0.056,0.12371134020618557,0.10326086956521738,0.575,0.5542857142857143,0.02173913043478261,0.03669724770642201,0.375,0.1,0.1263157894736842,0.125,0.0625,0.1,0.038461538461538464,0.07017543859649122,0.15384615384615385,0.07961783439490447,0.45,0.21348314606741578,0.1461538461538461,0.3269617706237425,0.21371504660452728,0.09978021978021978,0.35772357723577236,0.4270414993306564,0.30303030303030304,0.04978984804397026,0
